Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"ASUS Chromebook CX1400CNA-BV0210 Intel Celeron N3350/8GB/32GB/14""",New,Asus,Chromebook,Intel Celeron,8,32,Unknown,Unknown,14.0,No,28967.0
"MSI Vector GP68HX 12VH-009XES Intel Core i9-12900HX/32GB/1TB SSD/RTX 4080/16""",New,MSI,Vector,Intel Core i9,32,1000,SSD,RTX 4080,16.0,No,215717.0
"HP 15S-fq5075ns Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,Unknown,15.6,No,48057.83
"Acer Aspire 3 A315-59-56GV Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i5,8,512,SSD,Unknown,15.6,No,62167.0
"ASUS ExpertBook P1512CEA-EJ0083X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i3,8,256,SSD,Unknown,15.6,No,45567.0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,81257.0
"ASUS ZenBook 14 OLED UM3402YA-KM513 AMD Ryzen 5 7530U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,Unknown,14.0,No,80427.0
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,91217.0
"Lenovo Legion 5 15ITH6H Intel Core i5-11400H/16GB/512GB SSD/RTX3060/15.6""",New,Lenovo,Legion,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,109477.83
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 5 5500U/16GB/512GB SSD/14"" Táctil",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,Unknown,14.0,Yes,66317.0
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Plata",New,Apple,MacBook Air,Apple M1,8,256,SSD,Unknown,13.3,No,101177.0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512GB SSD/GTX1650/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,72957.0
"MSI Prestige 14H B12UCX-427XES Intel Core i7-12650H/32GB/1TB SSD/RTX 2050/14""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 2050,14.0,No,112797.0
"ASUS F515EA-EJ1858W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i7,8,512,SSD,Unknown,15.6,No,69637.0
"Gigabyte G5 KF-E3ES313SD Intel Core i5-12500H/16GB/512GB SSD/RTX 4060/15.6""",New,Gigabyte,G5,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,92047.0
"HP ChromeBook 14b-na0017ns AMD Ryzen 3 3250C/8GB/128GB SSD/14""",New,HP,Chromebook,AMD Ryzen 3,8,128,SSD,Unknown,14.0,No,48057.83
"Dell Vostro 3510 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,Unknown,15.6,No,49717.0
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Plata",New,Apple,MacBook Air,Apple M2,8,256,SSD,Unknown,13.6,No,126077.0
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,111967.0
"MSI Thin GF63 12UDX-042XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,82917.0
"Lenovo Ideapad Gaming 3 Gen 6 Intel Core i5-11320H/16GB/512GB SSD/GTX 1650/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,68807.83
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",New,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,130227.83
"HP 15S-EQ2086NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,Unknown,15.6,No,39757.0
"HP Essential 255 G8 AMD 3020e/8GB/256GB SSD/15.6""",New,HP,255,AMD 3020e,8,256,SSD,Unknown,15.6,No,28137.0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/GTX 1650/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,64657.83
"Medion Akoya E14301 AMD Ryzen 5 3500U/4GB/256GB SSD/14""",New,Medion,Akoya,AMD Ryzen 5,4,256,SSD,Unknown,14.0,No,41417.0
"ASUS Vivobook 14 F1402ZA-EK610 Intel Core i3-1215U/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,Unknown,14.0,No,38097.0
"MSI Modern 14 C12M-077XES Intel Core i7-1255U/16GB/1TB SSD/14""",New,MSI,Modern,Intel Core i7,16,1000,SSD,Unknown,14.0,No,82917.0
"ASUS ROG Strix G15 G513RM-HQ012 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,157617.0
"MSI Modern 15 B13M-280XES Intel Core i5-1335U/16GB/512GB SSD/15.6""",New,MSI,Modern,Intel Core i5,16,512,SSD,Unknown,15.6,No,67977.0
"HP 15S-eq2091ns AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,SSD,Unknown,15.6,No,62167.0
"Lenovo Ideapad Duet 5 Chromebook Qualcomm Snapdragon 7c/8GB/128GB eMMC/13.3"" Táctil",New,Lenovo,IdeaPad,Qualcomm Snapdragon 7,8,128,eMMC,Unknown,13.3,Yes,49717.0
"Acer Nitro 5 AN515-47-R5K6 AMD Ryzen 5 7535HS/16GB/1TB SSD/RTX 3050Ti/15.6""",New,Acer,Nitro,AMD Ryzen 5,16,1000,SSD,RTX 3050,15.6,No,99517.0
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512 GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,512,SSD,Unknown,15.6,No,37267.0
"MSI Prestige 16 Studio A13VF-042XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,165917.0
"HP 15S-EQ1158NS AMD 3020e/4GB/128GB SSD/15.6""",New,HP,15S,AMD 3020e,4,128,SSD,Unknown,15.6,No,31457.0
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Azul",New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Unknown,15.6,No,43907.0
"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",New,LG,Gram,Intel Evo Core i7,16,512,SSD,Unknown,17.0,No,149317.0
"MSI Prestige 16 Studio A13VE-045XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,165917.0
"ASUS E410MA-EK1356WS Intel Celeron N4020/4GB/64GB eMMC/14""",New,Asus,E410,Intel Celeron,4,64,eMMC,Unknown,14.0,No,28967.0
"HP OMEN 17-cm2003ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,149317.0
"Medion Akoya E16401 MD62264 Intel Core i5-1135G7/8GB/512GB SSD/16.1""",New,Medion,Akoya,Intel Core i5,8,512,SSD,Unknown,16.1,No,41417.0
"Lenovo V15 G2 ALC AMD Ryzen 3 5300U/8 GB/256 GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,33117.0
"ASUS ZenBook 14 OLED UM3402YA-KM512WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,Unknown,14.0,No,95367.0
"Portátil Alurin Flex Advance Intel Core I5-1155G7 14""",Refurbished,Alurin,Flex Advance,Intel Core i5,8,0,Unknown,Unknown,14.0,No,30602.1
"Acer Aspire 3 A315-58-32EE Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i3,8,512,SSD,Unknown,15.6,No,41417.0
"ASUS Chromebook Vibe CX55 Flip CX5501FEA-NA0271 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Táctil",New,Asus,Chromebook,Intel Core i3,8,256,SSD,Unknown,15.6,Yes,58017.0
"MSI Stealth 17 Studio A13VG-017ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,244767.0
"ASUS Vivobook 17 F1704VA-AU083W Intel Core i5-1335U/16GB/512GB SSD/17.3""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,Unknown,17.3,No,74617.0
"HP Victus 16-e1007ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,91217.0
"MSI Pulse 17 B13VGK-085XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3""",New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,No,174217.0
"ASUS ExpertBook B1500CEAE-EJ3535X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,Unknown,15.6,No,87067.0
"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/512GB SSD/15.6""",New,Medion,Akoya,AMD Ryzen 7,8,512,SSD,Unknown,15.6,No,41417.0
"ASUS Vivobook 14 F1402ZA-EK611W Intel Core i5-1235U/8GB/512GB SSD/14""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,Unknown,14.0,No,59677.83
"Razer Blade 15 QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/15.6""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,232399.16999999998
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Dorado",New,Apple,MacBook Air,Apple M1,8,256,SSD,Unknown,13.3,No,101177.0
"ASUS Chromebook CX1700CKA-BX0079 Intel Celeron N4500/8GB/64GB eMMC/17.3""",New,Asus,Chromebook,Intel Celeron,8,64,eMMC,Unknown,17.3,No,35607.0
"ASUS VivoBook F1500EA-BQ2649W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,SSD,Unknown,15.6,No,41417.0
HP Omen 16-b1016ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'',New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,132717.0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,89557.83
"ASUS ZenBook 14 OLED UM3402YA-KM091 AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,Unknown,14.0,No,82917.0
"MSI Bravo 15 B5ED-019XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX 6500M/15.6""",New,MSI,Bravo,AMD Ryzen 5,8,512,SSD,RX 6500M,15.6,No,72127.0
"ASUS TUF Dash F15 FX517ZE-HN050 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,107817.0
MSI Stealth 15 A13VF-019XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6'',New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,149317.0
"MSI Katana GF66 12UE-1202XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,107817.0
"MSI Modern 15 B13M-283ES Intel Core i7-1355U/16GB/1TB SSD/15.6""",New,MSI,Modern,Intel Core i7,16,1000,SSD,Unknown,15.6,No,97027.83
"ASUS Chromebook Vibe CX34 Flip CX3401FBA-N90030 Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Asus,Chromebook,Intel Core i5,8,256,SSD,Unknown,14.0,Yes,74617.0
"Lenovo ThinkBook 16 G4+ IAP Intel Core i5-1235U/16GB/512GB SSD/16""",New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Unknown,16.0,No,90387.0
"ASUS ZenBook 14X OLED UM5401QA-L7177 AMD Ryzen 7 5800H/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,Unknown,14.0,No,99517.0
"Gigabyte AERO 16 XE5-73ES938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16""",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16.0,No,240617.0
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Medianoche",New,Apple,MacBook Air,Apple M2,8,256,SSD,Unknown,15.3,No,132717.0
"Lenovo IdeaPad 3 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,41417.0
"Acer Nitro 5 AN515-58-7571 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",New,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,124417.0
"MSI Prestige 16 Studio A13VE-046XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 4050,16.0,No,157617.0
"ASUS ZenBook 13 OLED UX325EA-KG744W Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",New,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,Unknown,13.3,No,99517.0
"MSI Bravo 15 B5ED-018XES AMD Ryzen 7 5800H/16GB/512GB SSD/RX6500M/15.6""",New,MSI,Bravo,AMD Ryzen 7,16,512,SSD,RX 6500M,15.6,No,82917.0
"ASUS TUF Gaming A15 2023 FA507NU-LP045 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,94537.83
"HP Chromebook 15a-na0000ns Intel Celeron N4500/4GB/64GB eMMC/15.6""",New,HP,Chromebook,Intel Celeron,4,64,eMMC,Unknown,15.6,No,31208.0
"HP OMEN 17-cm2006ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,165917.0
"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i5-12500H/16GB/512GB SSD/14.5""",New,Lenovo,Yoga,Intel Evo Core i5,16,512,SSD,Unknown,14.5,No,126907.0
"ASUS ExpertBook B1 B1500CEAE-BQ2834X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,Unknown,15.6,No,66317.0
"MSI Pulse GL76 12UEK-827XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",New,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,No,132717.0
"Acer Aspire 5 A515-57-51Q4 Intel Core i5-1235U/8GB/512GB SSD/MX550/15.6""",New,Acer,Aspire,Intel Core i5,8,512,SSD,MX 550,15.6,No,100347.83
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512 GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,SSD,Unknown,15.6,No,58017.0
"Lenovo ThinkBook 14s Yoga G2 IAP Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Unknown,14.0,Yes,96530.66
"ASUS F1500EA-BQ3074W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,SSD,Unknown,15.6,No,41417.0
"ASUS P1512CEA-EJ0213X Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,50547.0
"ASUS VivoBook Flip TP470EA-EC402W Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",New,Asus,VivoBook,Intel Core i5,8,512,SSD,Unknown,14.0,Yes,74617.0
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i7-1165G7/8GB/512GB SSD/14""",New,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,Unknown,14.0,No,82917.0
"MSI Stealth 14 Studio A13VG-047XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14.0,No,211567.83000000002
"MSI Stealth 16 Studio A13VG-036XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16.0,No,215717.83000000002
"Samsung Galaxy Book2 Pro Intel Core i7-1260P/16GB/512GB SSD/13.3""",New,Samsung,Galaxy Book,Intel Core i7,16,512,SSD,Unknown,13.3,No,128567.0
"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,8,512,SSD,Unknown,15.6,No,70467.0
"MSI Modern 14 C12M-030XES Intel Core i5-1235U/16GB/512GB SSD/14""",New,MSI,Modern,Intel Core i5,16,512,SSD,Unknown,14.0,No,58017.0
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256 GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,256,SSD,Unknown,15.6,No,28635.0
"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Gris Espacial",New,Apple,MacBook Pro,Apple M2,8,256,SSD,Unknown,13.3,No,134377.0
"ASUS TUF Gaming F15 FX507ZU4-LP040 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,126077.83
"Acer Nitro 5 AN515-45-R6CN AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3080/15.6""",New,Acer,Nitro,AMD Ryzen 7,32,1000,SSD,RTX 3080,15.6,No,190817.0
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/17.3""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,257299.16999999998
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,512,SSD,Unknown,15.6,No,39757.0
"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,250,Intel Core i5,16,512,SSD,Unknown,15.6,No,52207.83
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 5,16,512,SSD,Unknown,15.6,No,39425.0
"ASUS TUF Gaming F15 FX507ZV4-LP047 Intel Core i7-12700H/16GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,149317.0
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",New,Lenovo,V15,Intel Core i3,8,256,SSD,Unknown,15.6,No,37267.0
"Acer Nitro 5 AN515-47-R6UV AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 3050Ti/15.6""",New,Acer,Nitro,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,No,107817.83
"ASUS TUF Gaming F15 FX507ZV4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,165917.0
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Midnight",New,Apple,MacBook Air,Apple M2,8,256,SSD,Unknown,13.6,No,126077.0
"HP ChromeBook 14a-na1006ns Intel Celeron N4500/4GB/64GB eMMC/14""",New,HP,Chromebook,Intel Celeron,4,64,eMMC,Unknown,14.0,No,31457.0
"MSI Creator Z16 HX Studio B13VFTO-034ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4060,16.0,Yes,226507.83000000002
"Medion Erazer Crawler E30 Intel Core i5-12450H/16GB/512GB SSD/RTX 3050 Ti/15.6""",New,Medion,Erazer,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,71297.0
"LG Gram 17Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/17""",New,LG,Gram,Intel Evo Core i7,32,1000,SSD,Unknown,17.0,No,150147.83
"MSI Pulse 17 B13VFK-072XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/17.3""",New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,157617.0
"HP 255 G8 AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,512,SSD,Unknown,15.6,No,32204.0
"Lenovo V15 G2 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,256,SSD,Unknown,15.6,No,41417.0
"Lenovo IdeaPad Gaming 3 15ACH6-381 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3050/15.6"" (PT)",New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,78420.06
"ASUS ROG Strix G16 G614JZ-N3008 Intel Core i7-13650HX/32GB/1TB/RTX 4080/16""",New,Asus,ROG,Intel Core i7,32,1000,Unknown,RTX 4080,16.0,No,215717.83000000002
"ASUS VivoBook 15 F1500EA-EJ3069W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,Unknown,15.6,No,75447.0
"MSI Summit E13 Flip Evo A13MT-228ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.4"" Táctil",New,MSI,Summit,Intel Evo Core i7,16,1000,SSD,Unknown,13.4,Yes,149317.0
"ASUS E410MA-EK1928WS Intel Celeron N4020/4GB/64GB eMMC/14""",New,Asus,E410,Intel Celeron,4,64,eMMC,Unknown,14.0,No,37516.0
"HP Pavilion 14-dv2004ns Intel Core i5-1235U/16GB/512GB SSD/14""",New,HP,Pavilion,Intel Core i5,16,512,SSD,Unknown,14.0,No,74617.83
"LG Ultra PC 17U70Q-P.AA78B Intel Core i7-1260P/16GB/1TB SSD/RTX 3050Ti/17""",New,LG,Ultra,Intel Core i7,16,1000,SSD,RTX 3050,17.0,No,165917.0
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16 GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,85407.83
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,512,SSD,Unknown,15.6,No,42247.0
"Lenovo V15 G2 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 5,8,512,SSD,Unknown,15.6,No,36768.17
"MSI Creator Z16 HX Studio B13VETO-047XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4050/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,Yes,207417.0
"Samsung Galaxy Book2 Intel Core i5-1235U/8GB/256GB SSD/15.6"" Negro",New,Samsung,Galaxy Book,Intel Core i5,8,256,SSD,Unknown,15.6,No,70467.0
"Dell Vostro 3510 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Unknown,15.6,No,57282.45
"ASUS ExpertBook B3 Flip B3402FBA-EC0434X Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i5,8,256,SSD,Unknown,14.0,Yes,97857.0
"ASUS TUF Gaming A17 FA707XI-HX019 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4070/17.3""",New,Asus,TUF,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,No,157617.83
HP Victus 16-d1040ns Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16.1'',New,HP,Victus,Intel Core i7,32,512,SSD,RTX 3060,16.1,No,124417.83
"Asus TUF Gaming A15 FA507RR-HQ008 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3070/15.6""",New,Asus,TUF,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,No,156787.0
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Blanco Estrella",New,Apple,MacBook Air,Apple M2,8,512,SSD,Unknown,13.6,No,155127.0
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,Unknown,15.6,No,93707.0
"MSI Prestige 13 Evo A13M-068ES Intel Evo Core i7-1360P/32GB/1TB SSD/13.3""",New,MSI,Prestige,Intel Evo Core i7,32,1000,SSD,Unknown,13.3,No,132717.0
"Lenovo Chromebook IdeaPad 3 CB 14IGL05 Intel Celeron N4020/8GB/64GB eMMC/14""",New,Lenovo,IdeaPad,Intel Celeron,8,64,eMMC,Unknown,14.0,No,32453.0
"HP ProBook 650 G8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,HP,ProBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,58847.0
"Dell Vostro 3520 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Vostro,Intel Core i7,16,512,SSD,Unknown,15.6,No,73787.0
"ASUS ROG Zephyrus G16 2023 GU603VI-N4006 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,215717.0
"MSI Modern 15 B5M-017XES AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 7,16,512,SSD,Unknown,15.6,No,74617.0
"HP OMEN 16-n0012ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050Ti/16.1""",New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,116117.0
"HP ChromeBook 14a-na1009ns Intel Pentium Silver N6000/8GB/128GB eMMC/14""",New,HP,Chromebook,Intel Pentium,8,128,eMMC,Unknown,14.0,No,38096.17
"MSI Creator Z17 HX Studio A13VFT-048ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/17"" Táctil",New,MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,17.0,Yes,247257.83000000002
